id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
113,2026-02-02,Canon iRA 4051,E540-8004,The FG input cannot be detected when the tray 1 shift motor has been driven for 0.2 second.,Motor,Motor,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 1 shift motor clock error
114,2026-02-02,Canon iRA 4051,E540-8005,The lock detection signal turns OFF 150 ms after the lock detection signal turned ON.,Motor,Motor,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty. 7 7 7-12 7-12Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 1 shift motor speed error (Staple/Booklet Finisher)
115,2026-02-02,Canon iRA 4051,E540-8006,The lock detection signal does not turn ON when the tray 1 shift motor has been driven for 1 second.,Motor,Motor,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 1 shift motor acceleration error
116,2026-02-02,Canon iRA 4051,E540-8007,The lock detection signal does not turn OFF when the tray 1 shift motor is at a stop.,Motor,Motor,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 1 shift motor error
117,2026-02-02,Canon iRA 4051,E542-0001,"Unable to complete the operation even after the specified period of time during initial rotation. When the Motor remains in the same area for the specified period of time and the same symptom occurs again after the first retry, it is detected as an error.",Motor,Motor,1. Check if the Motor (M12) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Additional T ray Clock Sensor (S23) Connector is physically removed.; 4. Check if the Additional T ray Clock Sensor (S23) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Additional Tray Lift Motor timeout error
118,2026-02-02,Canon iRA 4051,E542-0002,"At initial rotation, when the Tray Lift Motor rotates and clock signal is not detected within the specified period of time, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M12) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Additional T ray Clock Sensor (S23) Connector is physically removed.; 4. Check if the Additional T ray Clock Sensor (S23) failure occurs.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Additional Tray Lift Motor clock error
119,2026-02-02,Canon iRA 4051,E542-8001,If the tray does not return to home position when the tray 1 shift motor is driven for 25 seconds.If the tray does not move to other area when tray 2 shift motor is driven for 5 seconds.,System Error,System,1. The Tray 2 shift area sensor PCB is faulty .; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The Tray 2 shift motor (M105) is faulty .; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray 1 time out error
120,2026-02-02,Canon iRA 4051,E542-8002,"The upper limit area is reached before the tray 2 paper surface sensor 1 detects the paper surface during paper surface detection operation. A discontinuous area is detected during tray operation.During evacuation operation, arrival at the area beyond the tray 2 paper surface sensor 2 is detected before this sensor detects paper surface.",System Error,System,1. The tray 2 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 2 shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray 2 shift area error
121,2026-02-02,Canon iRA 4051,E542-8004,The FG input cannot be detected when the tray 2 shift motor has been driven for 0.2 second.,Motor,Motor,1. The Tray 2 shift area sensor PCB is faulty .; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The Tray 2 shift motor (M105) is faulty .; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 2 shift motor clock error
122,2026-02-02,Canon iRA 4051,E542-8005,The lock detection signal turns OFF 150 ms after the lock detection signal turned ON.,Motor,Motor,1. The tray 2 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 2 shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty. 7 7 7-13 7-13Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 2 shift motor speed error
123,2026-02-02,Canon iRA 4051,E542-8006,The lock detection signal does not turn ON when the tray 2 shift motor has been driven for 1 second.,Motor,Motor,1. The tray 2 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 2 shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 2 shift motor acceleration error
124,2026-02-02,Canon iRA 4051,E542-8007,The lock detection signal does not turn OFF when the tray 2 shift motor is at a stop.,Motor,Motor,1. The tray 2 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 2 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 2 shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:The tray 2 shift motor error
125,2026-02-02,Canon iRA 4051,E567-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M5) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Shift Roller Release Sensor (S3) Connector is physically removed.; 4. Check if the Shift Roller Release Sensor (S3) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shift Roller Release Motor fails to move from HP
126,2026-02-02,Canon iRA 4051,E551-0001,"While the front fan is rotating, this machine stops the front fan after detecting the lock signal.Then this machine retries to rotate the front fan, but lock signal is detected again, this machine displays the error.",Fan,Fan,1. Check the Fan (M8).; 2. Replace the finisher controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Front Fan lock error
127,2026-02-02,Canon iRA 4051,E551-0002,"While the rear fan is rotating, this machine stops the front fan after detecting the lock signal.Then this machine retries to rotate the rear fan, but lock signal is detected again, this machine displays the error.",Fan,Fan,1. Check the Fan (M9).; 2. Replace the finisher controller PCB.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Rear Fan lock error
128,2026-02-02,Canon iRA 4051,E567-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry",Motor,Motor,1. Check if the Motor (M5) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Shift Roller Release Sensor (S3) Connector is physically removed.; 4. Replace the Shift Roller Release Sensor (S3).,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shift Roller Release Motor fails to move from HP
129,2026-02-02,Canon iRA 4051,E567-0002,"At initial rotation, when the Motor rotates for specified period of time and cannot return to HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,"1. Check if the Motor (M5) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Shift Roller Release Sensor (S3) Connector is physically removed.; 4. Replace the Shift Roller Release Sensor (S3). E56F 0001 02 Title Entrance Roller Release/Stopper HP Motor fails to move from HP Description At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry. Remedy; 1. Check if the Motor (M6) Connector is physically removed.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shift Roller Release Motor fails to return to HP
130,2026-02-02,Canon iRA 4051,E571-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M7) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Gripper Arm HP Sensor (S13) Connector is physically removed.; 4. Replace the Gripper Unit HP Sensor (S7).,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Gripper Open/Close Motor fails to move from HP
131,2026-02-02,Canon iRA 4051,E571-0002,"At initial rotation, when the Motor rotates for specified period of time and cannot return to HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M7) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Gripper Arm HP Sensor (S13) Connector is physically removed.; 4. Replace the Gripper Unit HP Sensor (S7).,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Gripper Open/Close Motor fails to return to HP
132,2026-02-02,Canon iRA 4051,E575-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M2) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Gripper Unit HP Sensor (S7) Connector is physically removed.; 4. Replace the Gripper Unit HP Sensor (S7).,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Gripper Unit Move Motor fails to move from HP
133,2026-02-02,Canon iRA 4051,E575-0002,"At initial rotation, when the Motor rotates for specified period of time and cannot return to HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M2) Connector is physically removed.; 2. Replace the Motor.; 3. Check if the Gripper Unit HP Sensor (S7) Connector is physically removed.; 4. Replace the Gripper Unit HP Sensor (S7).E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Gripper Unit Move Motor fails to return to HP
134,2026-02-02,Canon iRA 4051,E584-8001,The stapler does not return to the shutter home position when the Stack Ejection Motor has been driven for 3 seconds.,System Error,System,"1. The Shutter Home Position Sensor (PI113) is faulty.; 2. The wiring between the Finisher Controller PCB and Stack Ejection Motor, and between the Finisher Controller PCB and Shutter Clutch is faulty.; 3. The shutter mechanism is faulty.; 4. The Stack Ejection Motor (M102), Shutter Clutch (CL101), and Stack Ejection Lower Roller Clutch (CL102) is faulty.; 5. The Finisher Controller PCB is faulty.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shutter Home Position Error
135,2026-02-02,Canon iRA 4051,E584-0002,The stapler does not return to the shutter home position when the stack ejection motor has been driven for 3 seconds.,System Error,System,"1. The shutter home position sensor (PI113) is faulty.; 2. The shutter mechanism is faulty.; 3. The stack ejection motor (M102), shutter clutch (CL101), and stack ejection lower roller clutch (CL102) is faulty.; 4. The finisher controller PCB is faulty.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shutter home position error
136,2026-02-02,Canon iRA 4051,E590-8001,The puncher does not detect the punch home position sensor when the puncher motor has been driven for 20 msec.,System Error,System,1. The punch home position sensor and punch motor clock sensor is faulty.; 2. The wir ing between the punch controller PCB and sensor is faulty.; 3. The punch mechanism is faulty.; 4. The puncher motor is faulty.; 5. The punch controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Punch home position error
137,2026-02-02,Canon iRA 4051,E590-8002,"After the motor has been stopped at time of punch motor initialization, the puncher does not detect punch home position sensor.",System Error,System,1. The punch home position sensor and punch motor clock sensor is faulty.; 2. The wir ing between the punch controller PCB and sensor is faulty.; 3. The punch mechanism is faulty.; 4. The puncher motor is faulty.; 5. The punch controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Punch home position error
138,2026-02-02,Canon iRA 4051,E591-8001,The voltage of the light received is 3.0 V or less even when the light emitting duty of the scrap full detector sensor has been increased to 66% or more.,System Error,System,"1. The wiring between the scrap full detector PCB and punch controller PCB is faulty.; 2. The scrap full detector PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.""",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Scrap full detection error
139,2026-02-02,Canon iRA 4051,E591-8002,The voltage of the light received is 2.0 V or more even when the light emitting duty of the scrap full detector sensor has been decreased to 0%.,System Error,System,1. The scrap full detector PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Scrap full detection error
140,2026-02-02,Canon iRA 4051,E592-8001,"The voltage of the light received is 3.0 V or less even when the light emitting duty of the trailing edge sensor (LED5,PTR5) has been increased to 66% or more.",Sensor,Sensor,"1. The wiring between the LED PCB/photosensor PCB and punch controller PCB is faulty.; 2. The LED PCB and photosensor PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.""",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Trailing edge sensor error
141,2026-02-02,Canon iRA 4051,E592-8002,The voltage of the light received is 2.0 V or more even when the light emitting duty of the trailing edge sensor has been decreased to 0%.,Sensor,Sensor,"1. The LED PCB and photosensor PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.""",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Trailing edge sensor error
142,2026-02-02,Canon iRA 4051,E592-8003,"The voltage of the light received is 2.5 V or less even when the light emitting duty of the horizontal registration sensor 1 (LED1,PTR1) has been increased to 66% or more.",Sensor,Sensor,1. The wiring between the LED PCB/photosensor PCB and punch controller PCB is faulty.; 2. The LED PCB and photosensor PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 1 error
143,2026-02-02,Canon iRA 4051,E592-8004,"The voltage of the light received is 2.0 V or more even when the light emitting duty of the horizontal registration sensor 1 (LED1,PTR1) has been decreased to 0%.",Sensor,Sensor,1. The LED PCB and photosensor PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 1 error
144,2026-02-02,Canon iRA 4051,E592-8005,"The voltage of the light received is 2.5 V or less even when the light emitting duty of the horizontal registration sensor 2 (LED2,PTR2) has been increased to 66% or more.",Sensor,Sensor,1. The wiring between the LED PCB/photosensor PCB and punch controller PCB is faulty.; 2. The LED PCB and photosensor PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 2 error
145,2026-02-02,Canon iRA 4051,E592-8006,"The voltage of the light received is 2.0 V or more even when the light emitting duty of the horizontal registration sensor 2 (LED2,PTR2) has been decreased to 0%.",Sensor,Sensor,1. The LED PCB and photosensor PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 2 error
146,2026-02-02,Canon iRA 4051,E592-8007,"The voltage of the light received is 2.5 V or less even when the light emitting duty of the horizontal registration sensor 3 (LED3,PTR3) has been increased to 66% or more.",Sensor,Sensor,1. The wiring between the LED PCB/photosensor PCB and punch controller PCB is faulty.; 2. The LED PCB and photosensor PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 3 error
147,2026-02-02,Canon iRA 4051,E592-8008,"The voltage of the light received is 2.0 V or more even when the light emitting duty of the horizontal registration sensor 3 (LED3,PTR3) has been decreased to 0%.",Sensor,Sensor,1. The LED PCB and photosensor PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty. 7 7 7-16 7-16Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 3 error
148,2026-02-02,Canon iRA 4051,E592-8009,"The voltage of the light received is 2.5 V or less even when the light emitting duty of the horizontal registration sensor 4 (LED4,PTR4) has been increased to 66% or more.",Sensor,Sensor,1. The wiring between the LED PCB/photosensor PCB and punch controller PCB is faulty.; 2. The LED PCB and photosensor PCB is faulty.; 3. The punch controller PCB is faulty.; 4. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 4 error
149,2026-02-02,Canon iRA 4051,E592-800A,"The voltage of the light received is 2.0 V or more even when the light emitting duty of the horizontal registration sensor 4 (LED4,PTR4) has been decreased to 0%.",Sensor,Sensor,1. The LED PCB and photosensor PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration sensor 4 error
150,2026-02-02,Canon iRA 4051,E593-8001,"At time of horizontal registration motor initialization, the punch slide unit does not leave the horizontal home position sensor even when it has been driven for the specified distance.",System Error,System,1. The horizontal registration home position (PI61) is faulty.; 2. The wir ing between the punch controller PCB and sensor is faulty.; 3. The horizontal registration mechanism is faulty.; 4. The horizontal registration motor (M62) is faulty.; 5. The punch controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration home position error
151,2026-02-02,Canon iRA 4051,E593-8002,"At time of horizontal registration motor initialization, the punch slide unit does not return to the horizontal registration home position sensor even when the unit has been driven for the specified distance.",System Error,System,1. The horizontal registration home position (PI61) is faulty.; 2. The wir ing between the punch controller PCB and sensor is faulty.; 3. The horizontal registration mechanism is faulty.; 4. The horizontal registration motor (M62) is faulty.; 5. The punch controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Horizontal registration home position error
152,2026-02-02,Canon iRA 4051,E602-0001,"HDD detection error. Unable to detect HDD, not become Ready, return an error. When the errors occur, the system of the host machine has not been started normally. Therefore the error code is not recorded in the log.",Storage,HDD,1. Connection of the HDD cable.; 2. Reinstall the system.; 3. HDD.; 4. Main Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
153,2026-02-02,Canon iRA 4051,E602-0002,"There is no startup file. There is no program for main CPU in /BOOTDEV/BOOT/ on HDD.When the errors occur, the system of the host machine has not been started normally. Therefore the error code is not recorded in the log.",Storage,HDD,1. Reinstall the system.; 2. HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
154,2026-02-02,Canon iRA 4051,E602-0003,HDD WriteAbort error. Unable to read /BOOTDEV sector on HDD.,Storage,HDD,1. Reinstall the system.; 2. HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
155,2026-02-02,Canon iRA 4051,E602-0006,"There is no SubBootable for the PDL type in /BOOTDEV/BOOT.When the errors occur, the system of the host machine has not been started normally. Therefore the error code is not recorded in the log.",Storage,HDD,1. Reinstall the system.; 2. HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
156,2026-02-02,Canon iRA 4051,E602-0007,No ICC profile corresponding to PDL type exists in /BOOTDEV/PDL,Storage,HDD,1. Reinstall the system.; 2. HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
157,2026-02-02,Canon iRA 4051,E602-0009,"There is no FONT file which is required when executing report print, FAX/IFAX transmission and reception, or stamp print in /BOOTDEV/BOOT.",Storage,HDD,1. Reinstall the system.; 2. HDD.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
158,2026-02-02,Canon iRA 4051,E602-0012,The file on HDD in which the Web browser refers to is corrupted or deleted.,Storage,HDD,1. Reinstall the system.; 2. HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
159,2026-02-02,Canon iRA 4051,E602-0100,Error in /FSTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
160,2026-02-02,Canon iRA 4051,E602-0101,Error in /FSTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
161,2026-02-02,Canon iRA 4051,E602-0102,Error in /FSTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
162,2026-02-02,Canon iRA 4051,E602-0103,Error in /FSTDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power. 7 7 7-20 7-20Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
163,2026-02-02,Canon iRA 4051,E602-0104,Error in /FSTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
164,2026-02-02,Canon iRA 4051,E602-0105,Error in /FSTDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
165,2026-02-02,Canon iRA 4051,E602-0110,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
166,2026-02-02,Canon iRA 4051,E602-0111,Error in /FSTDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
167,2026-02-02,Canon iRA 4051,E602-0112,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
168,2026-02-02,Canon iRA 4051,E602-0113,Error in /FSTDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
169,2026-02-02,Canon iRA 4051,E602-0114,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
170,2026-02-02,Canon iRA 4051,E602-0115,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
171,2026-02-02,Canon iRA 4051,E602-0121,Error in /FSTDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-21 7-21Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
172,2026-02-02,Canon iRA 4051,E602-0122,Error in /FSTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
